cohort_id,gene,effect_size,log2fc,pvalue,n_prog,n_nonprog
GSE193777,JKAMP,0.454726025523749,0.1172440797789295,0.0554255914799656,34,92
GSE193777,JMJD1C,0.596282346030803,0.1503159396563997,0.011945765592889,34,92
GSE193777,JMJD4,-0.480769481797993,-0.1199732713114576,0.0122627363355398,34,92
GSE193777,JMJD6,0.3039427046923431,0.0754412858989956,0.1694658137958744,34,92
GSE193777,JMJD7-PLA2G4B,-0.4622852025328415,-0.1174963118038894,0.0125319644266984,34,92
GSE193777,JMJD8,-0.4183606949745429,-0.100415995807265,0.0564846553184694,34,92
GSE193777,JMY,-0.0018187088463086,-0.0004739256695334,0.9933368083166696,34,92
GSE193777,JOSD1,-0.3007196768587923,-0.0778885889269078,0.1284258202648888,34,92
GSE193777,JOSD2,-0.2882747430325874,-0.0734918174833803,0.1191058801495108,34,92
GSE193777,JPX,-0.0130218730776357,-0.0033389799476895,0.9528697112607316,34,92
GSE193777,JRK,-0.5070481062309543,-0.1304724837411779,0.0104990444069719,34,92
GSE193777,JRKL,-0.0273248780321778,-0.0070097933830499,0.8869928358095297,34,92
GSE193777,JSRP1,-0.0128680743271464,-0.0032385687986673,0.9483042497767876,34,92
GSE193777,JTB,-0.0069790797678555,-0.0017765795867346,0.9712863633301156,34,92
GSE193777,JUP,-0.701707987295052,-0.1773455426597125,0.001244551823646,34,92
GSE193777,KALRN,0.0283330360292343,0.0074160523256656,0.8865674858458796,34,92
GSE193777,KANK1,-0.0193362295408598,-0.0049029177117771,0.9268699897275028,34,92
GSE193777,KANK3,-0.5728972686033892,-0.1422287305126772,0.0061124957383801,34,92
GSE193777,KAT2A,-0.7558191312403643,-0.1871768620789611,0.0003414144534802,34,92
GSE193777,KAT2B,0.3527143222319495,0.0887843216742778,0.0662649881583263,34,92
GSE193777,KAT5,0.1334225577700264,0.0347466713652639,0.4876072676249845,34,92
GSE193777,KAT6A,0.5417354507555472,0.1356539235103664,0.0285994546662039,34,92
GSE193777,KAT6B,0.1136888047443258,0.0288160088960767,0.5233212884161427,34,92
GSE193777,KAT7,-0.0229102154516866,-0.0058920703844309,0.8873135196733352,34,92
GSE193777,KAT8,-0.200540011078647,-0.05338832989381,0.3805533595257119,34,92
GSE193777,KATNA1,-0.0208618395501371,-0.0049182973991825,0.9122807905641332,34,92
GSE193777,KATNAL1,-0.1990337425905999,-0.051182795939443,0.3285590674214717,34,92
GSE193777,KATNB1,-0.1024961718336568,-0.0267365452593688,0.661496038293238,34,92
GSE193777,KAZN,0.6427869710176353,0.161550923012423,0.0073302597308445,34,92
GSE193777,KBTBD2,0.4046864222347542,0.1039171284071098,0.0831313012279079,34,92
GSE193777,KBTBD3,-0.0046777712917006,-0.0011867358647759,0.981672407759224,34,92
GSE193777,KBTBD4,0.0572507374834725,0.0149286342662353,0.7848378796123331,34,92
GSE193777,KBTBD8,-0.0576049140743566,-0.0139430397451922,0.7816986624590428,34,92
GSE193777,KCMF1,0.7389187197114789,0.1806333282178345,0.0026476078887341,34,92
GSE193777,KCNAB2,0.0871978032193644,0.0229252207914258,0.6543159025361355,34,92
GSE193777,KCNAB3,-0.3946178315507401,-0.1030119444020947,0.0342992536607814,34,92
GSE193777,KCNC3,0.1950805841395511,0.0515182614316787,0.3625739933554232,34,92
GSE193777,KCNC4,-0.3764494693844812,-0.0961525102307296,0.1025122212481221,34,92
GSE193777,KCND1,0.5616615684111718,0.1381665441689321,0.0239736977401612,34,92
GSE193777,KCNE1,0.1618299266509128,0.041498499768787,0.4735735662398296,34,92
GSE193777,KCNE3,0.4430858519122975,0.1119632431949435,0.0729609336499473,34,92
GSE193777,KCNG1,-0.0225458617166155,-0.0058608511716471,0.9138164747265332,34,92
GSE193777,KCNH2,-0.0777268550367204,-0.0202724366184678,0.7399700929765484,34,92
GSE193777,KCNH3,0.6500624213165367,0.1642322920082568,0.0147668374115523,34,92
GSE193777,KCNH8,-0.0446429987507789,-0.0116079798357064,0.8387305993180646,34,92
GSE193777,KCNIP2,0.0001137504788938,2.907074551394828e-05,0.9996186810055974,34,92
GSE193777,KCNJ15,0.803335730147542,0.1914637530143084,0.0019594951307307,34,92
GSE193777,KCNJ2,0.8955240212963484,0.2173613252398878,0.0004849812387638,34,92
GSE193777,KCNK6,-0.5703730593264741,-0.1446685829814011,0.0032870067342034,34,92
GSE193777,KCNK7,0.1330029864786571,0.0350280450347737,0.5371951266745669,34,92
GSE193777,KCNMB1,0.6897310315659939,0.1733123108447731,0.0051343699158553,34,92
GSE193777,KCNMB4,-0.1090564525684093,-0.0280659754451964,0.6208214697228343,34,92
GSE193777,KCNN4,-0.2759035529197862,-0.0704726514979672,0.2099384858443858,34,92
GSE193777,KCNQ1,0.5080373964675022,0.1287207916050246,0.0435376779865051,34,92
GSE193777,KCTD10,0.018521394320226,0.0047110283791198,0.9299912561023098,34,92
GSE193777,KCTD12,0.8094758874830957,0.1995864144456796,0.0011203531758866,34,92
GSE193777,KCTD13,-0.3503777997526464,-0.087358441194973,0.0541477970871071,34,92
GSE193777,KCTD15,-0.7071719453435238,-0.1801515287315886,7.51379349651927e-05,34,92
GSE193777,KCTD17,-0.3957604234496808,-0.1004232404578679,0.0525769880527438,34,92
GSE193777,KCTD18,0.0495269348289469,0.0131721939049791,0.7791963340084842,34,92
GSE193777,KCTD2,0.2839985516467617,0.0736654425185578,0.2300091405056252,34,92
GSE193777,KCTD20,0.4819696741216308,0.1236214224453453,0.0156145987247911,34,92
GSE193777,KCTD21,0.5302883924609078,0.1351068594423168,0.0218663929054373,34,92
GSE193777,KCTD3,0.4576169991574645,0.1189583479049707,0.0489889246989786,34,92
GSE193777,KCTD5,-0.0771774208945664,-0.0204938896587592,0.6970531530592403,34,92
GSE193777,KCTD6,-0.4109288351926937,-0.0987434875958372,0.0250629527207861,34,92
GSE193777,KCTD7,-0.565205245436962,-0.1447579407933119,0.0035468193831275,34,92
GSE193777,KCTD9,-0.1163928374108867,-0.0306115811929128,0.5892705666954017,34,92
GSE193777,KDELR1,0.1511740371419403,0.0376416727587605,0.4166364213530181,34,92
GSE193777,KDELR2,0.0958367280255531,0.0252976387777374,0.6462905783601713,34,92
GSE193777,KDM1A,-0.0458494708305299,-0.0118993860971334,0.8326992859002185,34,92
GSE193777,KDM1B,0.6643734185756204,0.1655148090882372,0.008659568188629,34,92
GSE193777,KDM2A,0.4960594068192767,0.1261951277849702,0.0329373151536832,34,92
GSE193777,KDM2B,-0.0641229784070991,-0.0168362491779898,0.7500759203212848,34,92
GSE193777,KDM3A,0.3006825408044891,0.0780770098005536,0.1686406050321856,34,92
GSE193777,KDM3B,0.7128083854065268,0.1781264476793218,0.0043800265854208,34,92
GSE193777,KDM4A,0.3557470264529086,0.0899379146870522,0.1104411883259347,34,92
GSE193777,KDM4B,0.2293498878611497,0.0595884116869616,0.2956325675122858,34,92
GSE193777,KDM4C,-0.1632587299427955,-0.0422174387714529,0.3993422113010874,34,92
GSE193777,KDM5A,0.7100462645130509,0.1752458222611563,0.0049001674923519,34,92
GSE193777,KDM5B,0.6282792573989663,0.1533527038154796,0.0110970149084608,34,92
GSE193777,KDM5C,0.3385167099579183,0.0864407637476478,0.1356352604226,34,92
GSE193777,KDM5D,-0.1342833971605132,-0.035251750879782,0.380608973332281,34,92
GSE193777,KDM6A,0.3101846081329806,0.0777312764547417,0.1438558145565759,34,92
GSE193777,KDM6B,0.5094466423394137,0.1281603019731978,0.038873065815856,34,92
GSE193777,KDSR,-0.0924043152137676,-0.0237917751878189,0.6511371898381646,34,92
GSE193777,KEAP1,0.2364341810647118,0.0613304857518883,0.2207383271813952,34,92
GSE193777,KEL,0.3169471867743575,0.0811543114313009,0.1850511951497668,34,92
GSE193777,KHDRBS1,0.2115532268842604,0.0547753144535443,0.3237459262372533,34,92
GSE193777,KHK,-0.3921344400376307,-0.0866930165771888,0.0542307085202905,34,92
GSE193777,KHNYN,0.4853177776998658,0.1227524110954387,0.035912140532,34,92
GSE193777,KHSRP,0.1171854933492696,0.0308128108463332,0.5673964368968918,34,92
GSE193777,KIAA0040,0.6785180539028742,0.1639375814616839,0.0099928911278499,34,92
GSE193777,KIAA0232,0.5149938970850958,0.1324045980443093,0.016449245332943,34,92
GSE193777,KIAA0319,0.3207213044053679,0.0844541608260653,0.1595713793275859,34,92
GSE193777,KIAA0319L,0.3291751879179385,0.0829141541293072,0.1300314453952856,34,92
GSE193777,KIAA0513,0.6739143529660375,0.1673472556764812,0.0076855374435788,34,92
GSE193777,KIAA0586,0.0086900691323773,0.0022486102154353,0.9700985288315462,34,92
GSE193777,KIAA0753,-0.0660865205827805,-0.0174387331059131,0.7271386433716345,34,92
GSE193777,KIAA0825,0.7259023632773259,0.1816633099404532,0.002772036258828,34,92
GSE193777,KIAA0930,0.7976163852175907,0.1931484179607219,0.0025064639727361,34,92
GSE193777,KIAA1143,-0.0120424405640639,-0.0031774875748729,0.9430578472906525,34,92
GSE193777,KIAA1191,-0.4457230033509775,-0.1128731091135444,0.0168916170577921,34,92
GSE193777,KIAA1328,-0.2545877289236447,-0.0653436113398111,0.2331199070318729,34,92
GSE193777,KIAA1586,0.0694587427259619,0.017451807505787,0.7311262584436667,34,92
GSE193777,KIAA1671,-0.4483729860316054,-0.1155465824195269,0.0366622630276072,34,92
GSE193777,KIAA2013,0.2788742044542849,0.0699408656714153,0.2566785380737305,34,92
GSE193777,KIDINS220,0.5963763548193084,0.1508463239699606,0.0114330906783489,34,92
GSE193777,KIF11,0.2642740316902101,0.0673706842908696,0.2265465349507378,34,92
GSE193777,KIF13A,0.767325800673088,0.188046818498365,0.0022523818285315,34,92
GSE193777,KIF13B,0.4222388683414069,0.1079456055238061,0.0687978074921993,34,92
GSE193777,KIF16B,0.3427729650670571,0.0889727747290249,0.1109627220268502,34,92
GSE193777,KIF19,-0.5483268603589155,-0.1399740046262598,0.004512222576275,34,92
GSE193777,KIF1B,0.9103476196521326,0.2169153469931517,0.0003830978418683,34,92
GSE193777,KIF1C,0.6893464901801045,0.1717886711421687,0.0035585579605216,34,92
GSE193777,KIF20B,-0.0002102386685345,-5.201444297320279e-05,0.999257924498004,34,92
GSE193777,KIF21A,0.0644625603754391,0.0167749774442231,0.7530947628279828,34,92
GSE193777,KIF21B,-0.5991337181945352,-0.153704326935796,0.0004631937339801,34,92
GSE193777,KIF22,-0.616734686104263,-0.1553163451257742,0.0076220315642373,34,92
GSE193777,KIF23,0.1907080986227161,0.049743294609688,0.3531981608485417,34,92
GSE193777,KIF27,0.2488260697174456,0.0657225728930592,0.2322614381348298,34,92
GSE193777,KIF2A,0.367009047948836,0.093725490929394,0.1278501519226368,34,92
GSE193777,KIF2C,0.0771557189845218,0.0199783537926414,0.7226690688594612,34,92
GSE193777,KIF3A,-0.1537722603824709,-0.0395620161862479,0.4234645622558963,34,92
GSE193777,KIF3B,0.1031336409419236,0.0261144810017404,0.6440919346526979,34,92
GSE193777,KIF3C,0.1848023438861656,0.0467397489159493,0.4459397538961711,34,92
GSE193777,KIF5B,0.5791439999845589,0.1456183234532346,0.0143200387423279,34,92
GSE193777,KIF5C,0.0633770990610936,0.0161846891575807,0.7104086228206907,34,92
GSE193777,KIF9,0.104109900898709,0.0270913636769369,0.6645956432284558,34,92
GSE193777,KIFAP3,-0.1493519136203273,-0.0379838475130105,0.472429545721325,34,92
GSE193777,KIFC1,0.5169844292543038,0.1253188575794706,0.0222834870904392,34,92
GSE193777,KIFC2,-0.4349948761069867,-0.1121564420856691,0.032803315403222,34,92
GSE193777,KIFC3,0.4324040947031784,0.1107008460443612,0.0826516579209452,34,92
GSE193777,KIN,0.1657716063058239,0.0436698678004656,0.453515978783907,34,92
GSE193777,KIR2DL1,0.2508632068684797,0.065927631031827,0.1094012310059859,34,92
GSE193777,KIR2DL3,0.2831071183003684,0.0742015147200474,0.0625298566467475,34,92
GSE193777,KIR2DL4,0.4417332797036786,0.10656246887158,0.032207743773117,34,92
GSE193777,KIR2DS4,0.1873612855831352,0.0483680609380039,0.2250188804247711,34,92
GSE193777,KIR3DL1,0.3335142650095019,0.0845300167695777,0.0396033685094933,34,92
GSE193777,KIR3DL2,0.1793537668113531,0.0449580914990317,0.2510792664739324,34,92
GSE193777,KIR3DX1,0.1824388283831158,0.0462013261088722,0.4052170089438027,34,92
GSE193777,KISS1R,-0.1480249822887192,-0.038628053957562,0.4167479197776281,34,92
GSE193777,KIT,-0.1871260052209518,-0.0458607050993755,0.4063920140855727,34,92
GSE193777,KLC1,-0.0613831605045964,-0.0159705660603473,0.7733241091410904,34,92
GSE193777,KLC2,-0.4518052077185056,-0.1177853632490615,0.030305228373461,34,92
GSE193777,KLC3,0.5372991501351724,0.1250167245690914,0.0192851619312405,34,92
GSE193777,KLC4,-0.2258772314770907,-0.0577345642723763,0.2380426550233443,34,92
GSE193777,KLF1,0.6475329482232115,0.1445859011817596,0.0016961393052924,34,92
GSE193777,KLF10,0.6661118355477871,0.1688129447122452,0.0051911415494508,34,92
GSE193777,KLF11,0.1314839795040955,0.0340175595438259,0.55534419545992,34,92
GSE193777,KLF12,-0.1478637010459686,-0.0363487738713441,0.4947390838536892,34,92
GSE193777,KLF13,0.1432790781007785,0.0361432239645989,0.4786378390922667,34,92
GSE193777,KLF16,0.2593452040621426,0.0682948416468685,0.1747988065451664,34,92
GSE193777,KLF2,-0.4967248780216657,-0.1271019948878429,0.003074359107315,34,92
GSE193777,KLF3,0.2269346492404778,0.0576660923256024,0.2751219658922518,34,92
GSE193777,KLF4,0.6579434823985075,0.1653492789894048,0.0064572504981507,34,92
GSE193777,KLF5,0.4375393546518448,0.1112099619643647,0.0616109436255298,34,92
GSE193777,KLF6,0.2297623503469735,0.0600666069497517,0.2969281706383778,34,92
GSE193777,KLF7,0.396713153123063,0.1024466546285509,0.0790921209064269,34,92
GSE193777,KLF8,-0.6214043232190728,-0.158650307332123,0.0010709304197996,34,92
GSE193777,KLF9,-0.1413915361051106,-0.0348456432260126,0.4535035096365089,34,92
GSE193777,KLHDC10,-0.2017238073969979,-0.0530034944052832,0.2599997993881291,34,92
GSE193777,KLHDC2,-0.1800268792596983,-0.0429983507046785,0.3467324893343053,34,92
GSE193777,KLHDC3,-0.686436886762667,-0.1702058297315805,0.0005366275566391,34,92
GSE193777,KLHDC4,-0.3653014242982885,-0.0952163188304426,0.0907424688607768,34,92
GSE193777,KLHDC8B,0.2656152044935619,0.0682836365181138,0.2470475445709165,34,92
GSE193777,KLHL12,0.6551189296159005,0.1640904377275953,0.005469957038598,34,92
GSE193777,KLHL14,0.0484096729369467,0.0127041982995015,0.8244833497490379,34,92
GSE193777,KLHL15,0.0386356142344552,0.0090120768729136,0.8555689571613259,34,92
GSE193777,KLHL17,-0.6666104549203249,-0.1648124746037957,0.0003958853956371,34,92
GSE193777,KLHL18,0.7467439838866433,0.187547419078558,0.00134052362076,34,92
GSE193777,KLHL2,0.6476976155813947,0.1638772236843539,0.0046503623375593,34,92
GSE193777,KLHL20,-0.1881575704006668,-0.048336877803746,0.2792632003751115,34,92
GSE193777,KLHL21,0.1392164268642524,0.0361170028832198,0.5138244132971221,34,92
GSE193777,KLHL22,-0.5731015029189778,-0.1481504590107922,0.0053707229713387,34,92
GSE193777,KLHL24,0.1484962924881946,0.0382589397660275,0.4561511633126636,34,92
GSE193777,KLHL25,-0.4880453907870096,-0.1224517645137241,0.0164059662928573,34,92
GSE193777,KLHL26,-0.1312246016403671,-0.0348132861716097,0.5286134193860964,34,92
GSE193777,KLHL28,0.0446911837214818,0.0115356178699279,0.8463015722931466,34,92
GSE193777,KLHL3,-0.4610091148197213,-0.1173666935167672,0.0376650152341061,34,92
GSE193777,KLHL35,0.1615981439875826,0.0388013591925293,0.447479767158957,34,92
GSE193777,KLHL36,-0.3562492373452052,-0.091608229742115,0.1219454539365064,34,92
GSE193777,KLHL5,0.4546518966923746,0.11503958278574,0.04097280118101,34,92
GSE193777,KLHL6,0.1342818001862813,0.0349381503259964,0.555984100493494,34,92
GSE193777,KLHL7,-0.3239338685552382,-0.0840816038197882,0.1075731800639657,34,92
GSE193777,KLHL8,0.708547002630204,0.1757134296818145,0.0030717333161743,34,92
GSE193777,KLHL9,-0.0173877312337574,-0.0045173218181542,0.9352734369143808,34,92
GSE193777,KLK1,-0.8609144529958966,-0.2088917647136909,1.800934941389505e-06,34,92
GSE193777,KLKB1,-0.0198320529304715,-0.0052503231563658,0.9162553577858266,34,92
GSE193777,KLRB1,-0.4768426258489455,-0.1130524403902919,0.0135035234135278,34,92
GSE193777,KLRC1,-0.2760622391744764,-0.0641474004588413,0.1539886050167444,34,92
GSE193777,KLRC2,-0.0433494544512016,-0.0108287703596046,0.8485750501999036,34,92
GSE193777,KLRD1,-0.3770716583487838,-0.0965438143146864,0.0733030134660934,34,92
GSE193777,KLRF1,-0.1228906977690097,-0.0303618246005026,0.5159930407870996,34,92
GSE193777,KLRG1,-0.3095734665578325,-0.0779100962903776,0.126087193127855,34,92
GSE193777,KLRK1,-0.2879568701244718,-0.0742311184655619,0.1399481476763588,34,92
GSE193777,KMO,-0.0587167465534797,-0.0155347970876373,0.7873641909719912,34,92
GSE193777,KNDC1,-0.4076902394846386,-0.1040261607039854,0.0579049683384711,34,92
GSE193777,KNTC1,-0.0697174636962174,-0.0179098812677098,0.7277883888935512,34,92
GSE193777,KPNA1,0.3533232237656963,0.0915395780968069,0.1080348515399252,34,92
GSE193777,KPNA2,-0.0658460619930055,-0.0169308047448835,0.7683391125700467,34,92
GSE193777,KPNA3,0.2817598981704127,0.0713680831130769,0.2264344946499616,34,92
GSE193777,KPNA4,0.4626950249459851,0.1161784934736367,0.053056950448868,34,92
GSE193777,KPNA5,-0.0276845705406114,-0.0066928855900183,0.8992417555688684,34,92
GSE193777,KPNA6,0.3300602105330911,0.0845031745047526,0.1417155174116575,34,92
GSE193777,KPNB1,0.6550062252226573,0.1635105812800663,0.0044304525099386,34,92
GSE193777,KPTN,0.2158615559139108,0.0558171122436519,0.2965784621506881,34,92
GSE193777,KRAS,0.3289203627700487,0.0850279402575253,0.1401794658018485,34,92
GSE193777,KRCC1,0.1381160626887339,0.0351910046033436,0.5329099773896997,34,92
GSE193777,KREMEN1,0.984361154244384,0.2293209761535726,0.0001422355094714,34,92
GSE193777,KRI1,-0.3264218053722574,-0.0835349991499159,0.1256248029285997,34,92
GSE193777,KRIT1,-0.0254527230550376,-0.0066375129333167,0.905346875084252,34,92
GSE193777,KRR1,-0.0561649430454794,-0.0131033457786102,0.7967304964645161,34,92
GSE193777,KRT1,0.5690011615502267,0.1260123314430634,0.011798330151843,34,92
GSE193777,KRT10,-0.5860223283763352,-0.1432478019534446,0.0022819563915388,34,92
GSE193777,KRT18,-0.0736867879158834,-0.0187436217887668,0.6962913583461279,34,92
GSE193777,KRT23,0.0711381530621964,0.0178878651031251,0.7331298897452609,34,92
GSE193777,KRT5,-0.5103695263831729,-0.1299106645637611,0.0150768694959071,34,92
GSE193777,KRT72,-0.5066453141769508,-0.1113430899426157,0.0120868894431952,34,92
GSE193777,KRT73,-0.346193067421289,-0.0796146506187263,0.0769234065904434,34,92
GSE193777,KRTCAP2,-0.5507130456615275,-0.1344031708364266,0.0048051048466372,34,92
GSE193777,KRTCAP3,-0.2478155516501231,-0.0592308049509817,0.2090626510455861,34,92
GSE193777,KSR1,-0.8854581405111064,-0.2157918336541682,2.4616761982338715e-07,34,92
GSE193777,KTN1,0.3760233849349335,0.092077386319783,0.1112557656931003,34,92
GSE193777,KYNU,0.5423155251322438,0.1388043468833943,0.0322675320731609,34,92
GSE193777,L2HGDH,-0.2193443848718602,-0.0568795543520925,0.2913815521956099,34,92
GSE193777,L3MBTL1,-0.5787060498534574,-0.1464826484894645,0.0012436513819789,34,92
GSE193777,L3MBTL2,-0.4336872702790874,-0.1116586444940965,0.0295136518627068,34,92
GSE193777,L3MBTL3,0.1510112229054532,0.0383665996510256,0.4473189952793717,34,92
GSE193777,LACC1,0.4015953901739842,0.1039938793884385,0.0683745536141054,34,92
GSE193777,LACTB,0.9895280026875296,0.2373968738197405,0.0001189781936993,34,92
GSE193777,LACTB2,-0.0479809584148324,-0.0127550820034452,0.778376825527566,34,92
GSE193777,LAG3,-0.3622239276332659,-0.0935313624310065,0.1241790296082342,34,92
GSE193777,LAGE3,-0.7021147367963573,-0.1733134400124543,0.0003706384294411,34,92
GSE193777,LAIR1,0.0396082356722626,0.0104329924706112,0.8426373558770539,34,92
GSE193777,LAIR2,0.2421731373261596,0.0619685557832028,0.1553419578075339,34,92
GSE193777,LAMA5,-0.6030469660002578,-0.1506947919697605,0.0015547376037773,34,92
GSE193777,LAMB2,0.2825720274944233,0.0713727565417539,0.1677731281883289,34,92
GSE193777,LAMC1,0.3120152108579059,0.0815547465953807,0.1192552444638939,34,92
GSE193777,LAMP1,0.7156396245625457,0.1763796535479764,0.0024100806482802,34,92
GSE193777,LAMP2,0.7066461463452048,0.174841214926988,0.0034323730836753,34,92
GSE193777,LAMP3,0.0300064341122363,0.0078445496209269,0.8856164681515284,34,92
GSE193777,LAMTOR1,0.4213605627945572,0.1081449375592278,0.0515443990386048,34,92
GSE193777,LAMTOR2,0.0368617201683735,0.0095712233825233,0.8450515338842031,34,92
GSE193777,LAMTOR3,0.1677908509808295,0.0403907395940832,0.3876862030524162,34,92
GSE193777,LANCL1,0.0335195376369366,0.0088069893185771,0.8942089643915894,34,92
GSE193777,LANCL2,0.2221283582310148,0.0583491960098037,0.2674226866145464,34,92
GSE193777,LAP3,0.5975479026805923,0.1509017921641753,0.0019053729880962,34,92
GSE193777,LAPTM4A,0.5120761413593881,0.1311928277772427,0.0388942644267201,34,92
GSE193777,LAPTM4B,0.2444052494413742,0.0624414847179064,0.1960592971636897,34,92
GSE193777,LAPTM5,0.5104159609786085,0.1291410790045892,0.0449196608394251,34,92
GSE193777,LARP1,0.7045572529790896,0.1743046135591486,0.0025505012456748,34,92
GSE193777,LARP1B,0.1310519680618151,0.0328493200957664,0.5287620677855229,34,92
GSE193777,LARP4,0.3416768041274102,0.0891050309886765,0.1542701619368702,34,92
GSE193777,LARP4B,0.4117217088584767,0.1061941580770771,0.0644180192071519,34,92
GSE193777,LARP7,0.240958666319159,0.0595067391929475,0.2417139890235687,34,92
GSE193777,LARS2,-0.0625640191345471,-0.0165545953064167,0.7563877024007248,34,92
GSE193777,LAS1L,-0.4329795174328262,-0.1119372838362977,0.0319113832937734,34,92
GSE193777,LASP1,0.6921362814570289,0.1712740646315707,0.003256381201464,34,92
GSE193777,LAT,-0.6856781508906409,-0.1708784462652532,0.0010206377015368,34,92
GSE193777,LAT2,0.569086604726529,0.1407838514151871,0.0265456171216534,34,92
GSE193777,LATS1,0.0848222944304028,0.022086786477204,0.7037111410916188,34,92
GSE193777,LATS2,0.704169328029208,0.1746979937029742,0.0066645729229318,34,92
GSE193777,LAX1,-0.1272936735257786,-0.0335299917163549,0.5453295262404547,34,92
GSE193777,LBH,-0.5547291040118357,-0.140114938853463,0.0077995454995356,34,92
GSE193777,LBR,0.515477587665996,0.1303737669411298,0.0263018049215453,34,92
GSE193777,LCAT,-0.3250982512009538,-0.0847844307004104,0.1182587017542733,34,92
GSE193777,LCK,-0.5634029156621655,-0.1421606564932327,0.0148849788227488,34,92
GSE193777,LCLAT1,-0.0013085233377228,-0.0003251364819956,0.9946557373963902,34,92
GSE193777,LCMT1,-0.3037093994786819,-0.0793842133873461,0.0924974117866822,34,92
GSE193777,LCN2,0.7709654524506987,0.1887595469208109,0.001287276384554,34,92
GSE193777,LCN8,-0.6715487319984129,-0.1597680553466274,0.0001712485117388,34,92
GSE193777,LCOR,0.2437080933931039,0.0633345663564677,0.2126313762368305,34,92
GSE193777,LCORL,0.2917734051189996,0.0756469693073977,0.2518199538964519,34,92
GSE193777,LCP1,1.0543899878875211,0.2475374306099711,5.050913613562334e-05,34,92
GSE193777,LCP2,0.6177745820122763,0.1532289824056123,0.010349001981726,34,92
GSE193777,LDB1,-0.3877613875652952,-0.0978683001092504,0.0358375251368389,34,92
GSE193777,LDHA,0.5031358492815556,0.1272685969576237,0.0291955628158096,34,92
GSE193777,LDHB,-0.5439996426823175,-0.1345196782055797,0.0139647734066208,34,92
GSE193777,LDHD,-0.2068424346399665,-0.0540124909534718,0.2219513231719901,34,92
GSE193777,LDLR,0.4120919672226676,0.1043459801346688,0.047432662281047,34,92
GSE193777,LDLRAD3,0.5291074731985017,0.1362234779746707,0.0182475182105724,34,92
GSE193777,LDLRAP1,-0.5710870832712281,-0.1422599727298035,0.0074845952609908,34,92
GSE193777,LEAP2,-0.2796968229603889,-0.0705293912240447,0.1286237950070217,34,92
GSE193777,LEF1,-0.3809833663402447,-0.0977573092262824,0.0652204797654544,34,92
GSE193777,LEMD2,-0.0846975446102384,-0.0215444868500354,0.6759541977370995,34,92
GSE193777,LEMD3,0.191476312929865,0.0500795057989842,0.3911361392548713,34,92
GSE193777,LENG1,0.0680459882747569,0.0173155834766696,0.721058193142339,34,92
GSE193777,LENG8,0.0426864070337737,0.0108305468582674,0.8167502491318928,34,92
GSE193777,LEO1,-0.228536695237943,-0.0595675431690958,0.2217279918477206,34,92
GSE193777,LEPR,0.2364826048948929,0.0607241905603253,0.234079084803805,34,92
GSE193777,LEPROT,0.9472913020652972,0.229500045015861,0.0002692988346682,34,92
GSE193777,LEPROTL1,-0.390679386894682,-0.0946606319802914,0.0807648251869087,34,92
GSE193777,LETM1,-0.2716246114824354,-0.0696832421759445,0.2197714263534922,34,92
GSE193777,LETM2,0.2445302501372787,0.0618296790741412,0.2371648402173511,34,92
GSE193777,LETMD1,-0.3502962087103874,-0.0911955671325159,0.1057507265703262,34,92
GSE193777,LFNG,-0.9906981743309088,-0.2402912048776651,8.503245013321949e-07,34,92
GSE193777,LGALS1,0.0152697771793335,0.0039760676377307,0.9390936046575632,34,92
GSE193777,LGALS12,-0.9178342194235164,-0.2228710564352027,1.1304844239113483e-06,34,92
GSE193777,LGALS2,-0.0405074567456647,-0.0102036807616112,0.8493026755595374,34,92
GSE193777,LGALS3,0.3892186938591187,0.1018642732824695,0.0686258960728742,34,92
GSE193777,LGALS3BP,0.2161000363181252,0.0574297733649453,0.3205034391719261,34,92
GSE193777,LGALS4,-0.1686241274919964,-0.0426773811130374,0.3785879363201998,34,92
GSE193777,LGALS8,0.6380318040235473,0.1623236769042408,0.0072955613778781,34,92
GSE193777,LGALS9,0.0991222316742744,0.0255781237577599,0.6228852710163564,34,92
GSE193777,LGALS9B,-0.4919603095453996,-0.1266505125370454,0.02551813795002,34,92
GSE193777,LGALS9C,0.2512990215218388,0.0648461343651591,0.1944907531696642,34,92
GSE193777,LGALSL,0.3280024849297708,0.0846015877212229,0.1324469564400208,34,92
GSE193777,LGMN,-0.2579976185026627,-0.0680707465487833,0.1457842875923663,34,92
GSE193777,LGR6,-0.1767975376223141,-0.0456774611761119,0.3390932572511048,34,92
GSE193777,LHFPL2,1.181605086432843,0.2673333591493749,1.3101338793748956e-05,34,92
GSE193777,LHPP,0.1096128334885693,0.0277694927369172,0.6062195538335517,34,92
GSE193777,LIAS,-0.5125799260911463,-0.12930506918598,0.0137029984110899,34,92
GSE193777,LIG1,-0.2539702289926401,-0.065913538212615,0.2681150384272545,34,92
GSE193777,LIG3,-0.4442859026117223,-0.1126159508619046,0.0111677563377072,34,92
GSE193777,LIG4,0.138309680943301,0.036059266170846,0.5272638092851434,34,92
GSE193777,LILRA1,0.1602599676567485,0.041530427720585,0.5347602081376703,34,92
GSE193777,LILRA2,0.2770855712050553,0.0714936992499337,0.2742303838638631,34,92
GSE193777,LILRA4,-0.170951899290547,-0.0445035822371346,0.3354065300170175,34,92
GSE193777,LILRA5,0.2093462347779163,0.0542286191486622,0.3501728570369403,34,92
