gene,posterior_mean,posterior_sd,ci95_low,ci95_high,post_prob_positive,tau2,n_cohorts,posterior_abs_mean
TATDN1,-0.2886782434050288,0.3509866393678379,-0.976612056565991,0.39925556975593346,0.20540289365089287,0.2395628558646247,2,0.2886782434050288
POLR2K,-0.2401907326271179,0.2919260743333515,-0.8123658383204868,0.33198437306625106,0.20531675359567558,0.16362351196383593,2,0.2401907326271179
RBM25,-0.2702598546862311,0.3283241602108638,-0.9137752086995241,0.373255499327062,0.20521150308440794,0.2087738377474728,2,0.2702598546862311
RASGRP3,-0.27787235745741157,0.33748355946239406,-0.9393401340037039,0.38359541908888073,0.2051500561729111,0.2209703286165807,2,0.27787235745741157
ATG5,-0.126505491834231,0.1534159204289026,-0.4272006958748801,0.1741897122064181,0.20480172276211112,0.04027370458950188,2,0.126505491834231
BIRC3,-0.40422483397195225,0.49007515977542954,-1.3647721471317942,0.5563224791878896,0.2047362922344727,0.4735244977753915,2,0.40422483397195225
CEP57,-0.44584461103680484,0.5403871145013587,-1.5050033554594677,0.613314133385858,0.20467253614818448,0.5772131840592971,2,0.44584461103680484
MRPL10,-0.13324025708508486,0.16131305979876004,-0.4494138542906545,0.1829333401204848,0.20440965985090676,0.04524212060176463,2,0.13324025708508486
HEATR1,-0.5645690600770625,0.6828518244037197,-1.9029586359083532,0.7738205157542282,0.2041805399815687,0.9257491551851482,2,0.5645690600770625
SOCS5,-0.3541926450479113,0.42820406518593673,-1.1934726128123474,0.4850873227165247,0.20407360663576746,0.3598954125643891,2,0.3541926450479113
HES4,-0.3187586778970715,0.38534249338112836,-1.074029964924083,0.43651260912994,0.20405937973286015,0.29015643463355467,2,0.3187586778970715
ITPA,-0.3155286533102487,0.3813673703984174,-1.0630086992911467,0.4319513926706494,0.20401611722882645,0.2840609897422114,2,0.3155286533102487
HSPA9,-0.5055001585227554,0.6106518001473983,-1.702377686811656,0.6913773697661452,0.20389068227638701,0.7389675005974381,2,0.5055001585227554
ZKSCAN2,-0.2524055981602371,0.30472085118627046,-0.8496584664853272,0.34484727016485295,0.20374537172172746,0.17889084507326666,2,0.2524055981602371
DIMT1,-0.4395951300804541,0.5305006097416402,-1.4793763251740688,0.6001860650131605,0.2036534838731514,0.5560385904151841,2,0.4395951300804541
RRN3,-0.5053118219995801,0.6094446856121175,-1.6998234057993304,0.6891997618001701,0.20351405554047536,0.7360219147566321,2,0.5053118219995801
PPM1H,-0.4164059388422497,0.5019926337957243,-1.4003115010818694,0.5674996233973699,0.20340905059927006,0.4971702615055277,2,0.4164059388422497
ERCC6,-0.31514008775363145,0.37974218984684543,-1.0594347798534485,0.4291546043461856,0.20330358544291727,0.28158714523642076,2,0.31514008775363145
PAFAH1B3,-0.332026141844123,0.3997857591513085,-1.1156062297806877,0.45155394609244165,0.2031251979666906,0.3128357717290634,2,0.332026141844123
SH3BP5,-0.46100516975768224,0.5548076367271358,-1.5484281377428686,0.6264177982275041,0.20300716777559658,0.6087996361054792,2,0.46100516975768224
RPS17,-0.12468059010592282,0.14995760348711165,-0.4185974929406616,0.169236312728816,0.20286285585973746,0.03817660248519657,2,0.12468059010592282
SLC7A1,-0.24380574028060464,0.2928103330605132,-0.8177139930792104,0.33010251251800116,0.2025237570641587,0.1646575848296843,2,0.24380574028060464
ZNF486,-0.33398766853940065,0.4010587794793854,-1.120062876318996,0.45208753924019474,0.20248867113489638,0.31487473000532223,2,0.33398766853940065
NAA30,-0.2479237410790778,0.2975522595581846,-0.8311261698131196,0.33527868765496405,0.20236294068343536,0.17025626925416512,2,0.2479237410790778
CCL4,-0.3700604549876693,0.44394835989233067,-1.2401992403766373,0.5000783304012988,0.2022626711180595,0.3873580276397854,2,0.3700604549876693
ZNF124,-0.1942547352055441,0.23298983722069916,-0.6509148161581144,0.26240534574702623,0.20221159314415782,0.10175450180397584,2,0.1942547352055441
ARAP3,-0.05008833413278635,0.06004863118203025,-0.16778365124956562,0.06760698298399294,0.202104009268332,0.0005535880257280518,2,0.05008833413278635
ZNF615,-0.30492884407669113,0.365516021799227,-1.021340246803176,0.4114825586497937,0.20207229321370584,0.2603831477995732,2,0.30492884407669113
LRP8,-0.3448718160744434,0.4124791681148393,-1.1533309855795284,0.4635873534306416,0.20155069913164536,0.333456359507517,2,0.3448718160744434
SNX4,-0.1261386615481972,0.15078307086477505,-0.4216734804431563,0.1693961573467619,0.20142075974718804,0.03867280652534522,2,0.1261386615481972
TAF4,-0.6798024875974645,0.8124437125366417,-2.272192164169282,0.9125871889743532,0.20136994084983417,1.313305110441498,2,0.6798024875974645
POT1,-0.12300754030720029,0.14700266062294287,-0.4111327551281683,0.16511767451376774,0.20136069464422374,0.03642271380465856,2,0.12300754030720029
PDGFRB,-0.04823106779338421,0.0576390417704235,-0.16120358966341425,0.06474145407664585,0.20135875264054093,0.0,2,0.04823106779338421
CCNT2,-0.23808075452630487,0.2840978731978891,-0.7949125859941675,0.3187510769415578,0.20100869288442924,0.15460545394350728,2,0.23808075452630487
EIF5B,-0.14733942813839446,0.1757627483419694,-0.4918344148886545,0.19715555861186557,0.2009350853186992,0.05497966577457942,2,0.14733942813839446
TAPT1,-0.41675573792866333,0.49693324929740273,-1.3907449065515727,0.5572334306942459,0.20083136488194203,0.48706241138216105,2,0.41675573792866333
ABCD2,-0.4460061286347169,0.5317097690564814,-1.4881572759854205,0.5961450187159866,0.2007865666771962,0.5586073435984324,2,0.4460061286347169
TAS1R3,-0.10362762400436817,0.12352420839112618,-0.34573507245097546,0.13847982444223914,0.20075552290561782,0.023731465604291832,2,0.10362762400436817
ANKIB1,-0.2721752813193978,0.32417290298275875,-0.907554171165605,0.3632036085268094,0.2005665987899305,0.2033566190348357,2,0.2721752813193978
FUBP1,-0.5655847987706568,0.6733318574652722,-1.8853152394025905,0.7541456418612769,0.20046000622504606,0.8999275452560856,2,0.5655847987706568
ZNF623,-0.544304673008808,0.6477292202241058,-1.8138539446480553,0.7252445986304393,0.20036239471918132,0.8322823599253438,2,0.544304673008808
WFIKKN1,-0.30687978824983336,0.3650896600728102,-1.0224555219925413,0.40869594549287463,0.20029721955616808,0.25976015399708274,2,0.30687978824983336
TPRKB,-0.20912954020714264,0.24873162177804423,-0.6966435188921093,0.278384438477824,0.2002345072666984,0.11691941924347637,2,0.20912954020714264
ATE1,-0.38599028294552584,0.45901361697920345,-1.2856569722247646,0.5136764063337129,0.20019848078352098,0.41456453407104765,2,0.38599028294552584
RCC1,-0.21302845294484352,0.25320436806952834,-0.709309014361119,0.283252108471432,0.20008152001922602,0.12140913461520784,2,0.21302845294484352
PIP5K1B,-0.1773961274513608,0.21080774137504696,-0.5905793005464528,0.2357870456437312,0.2000320656913891,0.0820682989597525,2,0.1773961274513608
RABL3,-0.39742407001980223,0.4720038685960365,-1.3225516524680336,0.5277035124284293,0.1998958666498583,0.43875267782446714,2,0.39742407001980223
LYPLAL1,-0.073882613792259,0.08772458020206465,-0.2458227909883057,0.09805756340378771,0.1998349053118741,0.008645605946638445,2,0.073882613792259
GOLIM4,-0.255661301100832,0.3035508355521724,-0.8506209387830899,0.3392983365814259,0.1998280627902223,0.1774675216472344,2,0.255661301100832
TBC1D9,-0.29749165515576276,0.3531509704383631,-0.9896675572149545,0.3946842469034289,0.19978420325160734,0.24261076845197485,2,0.29749165515576276
USP5,-0.1546898794578421,0.18362797561478775,-0.5146007116628261,0.2052209527471419,0.1997794978177071,0.060631371647788986,2,0.1546898794578421
GPR15,-0.17925134022594486,0.2125676590709655,-0.5958839520050372,0.23738127155314753,0.1995395040124347,0.08355828173111991,2,0.17925134022594486
TRRAP,-0.603734785347345,0.7159100185615814,-2.0069184217280447,0.7994488510333545,0.19952726944570498,1.0182301169195505,2,0.603734785347345
KAT6B,-0.6121851246723676,0.7251073549922571,-2.0333955404571915,0.8090252911124561,0.19925975921366373,1.04473712973419,2,0.6121851246723676
NEFL,-0.19074116101130206,0.22590813678443744,-0.6335211091087994,0.2520387870861953,0.19924233534627717,0.09525566970036754,2,0.19074116101130206
LRRC8B,-0.11262503042911863,0.13336871927986502,-0.37402772021765407,0.14877765935941678,0.19920519435812767,0.02878370375009773,2,0.11262503042911863
HAUS6,-0.34925695457425904,0.4133243301719806,-1.159372641711341,0.460858732562823,0.19905684088171333,0.33485222025249833,2,0.34925695457425904
SLC22A17,-0.17260374239922047,0.2042389366017286,-0.5729120581386085,0.22770457334016755,0.19902556739459837,0.07661648516539267,2,0.17260374239922047
RNPC3,-0.11651883295641526,0.13779165254068923,-0.38659047193616614,0.15355280602333565,0.19888348445191772,0.031180166067994092,2,0.11651883295641526
KCTD11,-0.16580575267507439,0.196053942175017,-0.5500714793381077,0.21845997398795894,0.19885588660765746,0.07006495587260182,2,0.16580575267507439
PRNP,-0.3927384580459624,0.4643287711179287,-1.3028228494371028,0.5173459333451779,0.19882664522053145,0.4243798816134285,2,0.3927384580459624
TUBG1,-0.10663464530175935,0.1259675660863174,-0.3535310748309414,0.14026178422742275,0.19863007423826295,0.02494911262099623,2,0.10663464530175935
DSN1,-0.24620728382834137,0.29069487692952745,-0.8159692426102151,0.3235546749535324,0.19850837225934925,0.1621889306369982,2,0.24620728382834137
PIGK,-0.4597549081955062,0.5427169573366705,-1.5234801445753803,0.603970328184368,0.198459744901824,0.5822600904725547,2,0.4597549081955062
XBP1,-0.27205192361782626,0.3209619202923249,-0.901137287390783,0.3570334401551305,0.19832639504029365,0.1992137036408277,2,0.27205192361782626
MAD1L1,-0.32064327822388605,0.37825787595588883,-1.0620287150974281,0.42074215864965603,0.19830689474610896,0.27933695884182247,2,0.32064327822388605
FSCN1,-0.2512318732498026,0.29619967387049345,-0.8317832340359699,0.3293194875363646,0.1981677070978886,0.16865013233251505,2,0.2512318732498026
ZNF37A,-0.36931360802710195,0.4349068317717524,-1.2217309982997366,0.4831037822455327,0.19789093818934045,0.37146577135687964,2,0.36931360802710195
ANKRD26,-0.28569176547310426,0.3363765505810723,-0.944989804612006,0.37360627366579746,0.19785126898752303,0.21947842609216967,2,0.28569176547310426
RPS7,-0.3798574338485234,0.446707447527188,-1.2554040310018117,0.49568916330476503,0.1975654147782998,0.3922727839210726,2,0.3798574338485234
KLHL14,-0.26503380009890887,0.3116558111249407,-0.8758791899037925,0.3458115897059748,0.19754985375665596,0.18743964746021588,2,0.26503380009890887
PDXDC1,-0.4094114833311123,0.4804398366563616,-1.351073563177581,0.5322505965153563,0.19706272096103566,0.45482215073243465,2,0.4094114833311123
RUNX2,-0.566728549248004,0.6649196817114404,-1.8699711254024272,0.7365140269064193,0.1970164992468939,0.8774123656235905,2,0.566728549248004
TTBK2,-0.15590816025364967,0.18289032708326688,-0.5143732013368527,0.20255688082955342,0.1969771827237795,0.060090796119978473,2,0.15590816025364967
KCNA3,-0.533709354590479,0.6260519109851597,-1.760771100121392,0.693352390940434,0.1969682749855342,0.777058168608799,2,0.533709354590479
SLC35C1,-0.04917794415347786,0.0576390417704235,-0.1621504660235079,0.0637945777165522,0.19677269281472431,0.0,2,0.04917794415347786
SLTM,-0.504165271856794,0.5906819322128075,-1.6619018589938968,0.6535713152803088,0.1966824841678686,0.6909866624582035,2,0.504165271856794
FAM153A,-0.4668829594094161,0.5469753154847282,-1.5389545777594835,0.6051886589406512,0.19667101542601645,0.5915406579056879,2,0.4668829594094161
NUP133,-0.4352872655665968,0.5097441790102822,-1.43438585642675,0.5638113252935564,0.1965711168755182,0.5128552348724165,2,0.4352872655665968
ZCCHC9,-0.2861398941240839,0.3347341762146446,-0.9422188795047872,0.3699390912566194,0.19632339603839888,0.21727404964487176,2,0.2861398941240839
FASTK,-0.3450125237197248,0.4035440392157249,-1.1359588405825456,0.445933793143096,0.19628766689543742,0.31887397686127517,2,0.3450125237197248
ZMYM5,-0.3073626469441825,0.3592510991988631,-1.0114948013739542,0.3967695074855892,0.19611923344442733,0.2513020905093398,2,0.3073626469441825
EHMT1,-0.24193025299936724,0.28271565519616654,-0.7960529371838536,0.3121924311851192,0.19607162848221238,0.15303860917391313,2,0.24193025299936724
RIMBP3,-0.11808352252407694,0.1379633685301528,-0.38849172484317646,0.15232467979502257,0.19602519344598462,0.03127478848636096,2,0.11808352252407694
ZDHHC9,-0.2765020677773876,0.32286139980517453,-0.9093104113955297,0.35630627584075447,0.19588522960968596,0.2016594917610713,2,0.2765020677773876
IFNG,-0.17761326350220416,0.20730660559605218,-0.5839342104704665,0.2287076834660581,0.1957870934496978,0.07914102167056909,2,0.17761326350220416
TRAPPC4,-0.04938473234740328,0.0576390417704235,-0.16235725421743333,0.06358778952262678,0.19577962432274032,0.0,2,0.04938473234740328
ENC1,-0.12443321478567188,0.14511589635552224,-0.40886037164249545,0.1599939420711517,0.1955912859158549,0.035321142197123935,2,0.12443321478567188
SYTL3,-0.18161453234419478,0.21166852754697704,-0.5964848463362697,0.2332557816478802,0.19544240251213363,0.0827955097277728,2,0.18161453234419478
KCTD18,-0.2895749089240777,0.33745152047265214,-0.9509798890504759,0.3718300712023204,0.1954122759511227,0.22092708116949758,2,0.2895749089240777
PFDN1,-0.1344283212431854,0.156649453855391,-0.44146125079975174,0.17260460831338095,0.1954055388200966,0.042277848248414525,2,0.1344283212431854
RFK,-0.14365811620064417,0.16736855364788275,-0.47170048135049436,0.18438424894920602,0.19535403661820688,0.0492210962423297,2,0.14365811620064417
TOP2B,-0.602402882350602,0.7015745379893586,-1.977488976809745,0.772683212108541,0.19526843235025487,0.9775895219979271,2,0.602402882350602
GLCCI1,-0.46409973124935827,0.5403988873010404,-1.5232815503593973,0.5950820878606808,0.19522279585465613,0.5772386317213928,2,0.46409973124935827
ABL1,-0.4643803067365208,0.5406857134528333,-1.5241243051040743,0.5953636916310325,0.19520532110042554,0.577858796150964,2,0.4643803067365208
LSM14A,-0.18823087887386472,0.21877739371071178,-0.6170345705468598,0.24057281279913037,0.1947908300044729,0.0889145941797981,2,0.18823087887386472
IMMT,-0.2331456650221688,0.2707707394265994,-0.7638563142983037,0.29756498425396605,0.1946067580725288,0.1398166087578649,2,0.2331456650221688
KIF5C,-0.3856284727811734,0.4477631222077977,-1.263244192308457,0.49198724674611005,0.1945548052761667,0.3941613092181685,2,0.3856284727811734
FOXK1,-0.2906497755158555,0.33746421713778557,-0.9520796411059151,0.37078009007420415,0.19454307068881166,0.22094421911986142,2,0.2906497755158555
BORA,-0.3356422500242152,0.3896733683819279,-1.0994020520527938,0.4281175520043634,0.1945247055741442,0.2968693363875615,2,0.3356422500242152
PPIL4,-0.3441667850212443,0.39951132773168835,-1.1272089873753535,0.43887541733286484,0.1944897828837212,0.3123970725681636,2,0.3441667850212443
KIF21A,-0.3946601893306326,0.457907899330037,-1.292159672017505,0.5028392933562399,0.194377661850463,0.41253683563000343,2,0.3946601893306326
PWWP2A,-0.4241334138498883,0.49203877245054534,-1.388529407852957,0.5402625801531806,0.19434600016616682,0.47738146003430454,2,0.4241334138498883
P2RY8,-0.4414976505949146,0.5119640936195301,-1.4449472740891935,0.5619519728993643,0.19424456403485968,0.517391424557066,2,0.4414976505949146
PSMG3,-0.207284688695143,0.24013844885097488,-0.6779560484430538,0.26338667105276775,0.19401698500897668,0.10851825579600156,2,0.207284688695143
BMS1,-0.7111238836234066,0.8234822657233617,-2.3251491244411957,0.9029013571943822,0.19391564427643532,1.3494215973788632,2,0.7111238836234066
MAP3K7,-0.31442371530059066,0.3640901246952883,-1.0280403597033558,0.3991929291021744,0.19390724043878993,0.2583024974753416,2,0.31442371530059066
IDS,-0.3852273625145723,0.4459873073677381,-1.259362484955339,0.48890775992619445,0.1938590314137738,0.39098706323259036,2,0.3852273625145723
TGS1,-0.4555527324689596,0.5273882963243758,-1.4892337932647361,0.5781283283268168,0.19385163320559234,0.5494536527064687,2,0.4555527324689596
CHML,-0.3443294301304575,0.39839981092970533,-1.12519305955268,0.4365341992917649,0.19371674276694756,0.31062331090336637,2,0.3443294301304575
PHF8,-0.43316791950280836,0.501170147148308,-1.415461407913492,0.5491255689078753,0.1937079600675281,0.49552009356713084,2,0.43316791950280836
HKDC1,-0.5752425586468345,0.6637031211087987,-1.87610067602008,0.7256155587264109,0.19304863484616702,0.8741796704313188,2,0.5752425586468345
NKRF,-0.4955884132919692,0.5716200891580069,-1.6159637880416626,0.6247869614577242,0.19297397822321866,0.6466755449927136,2,0.4955884132919692
ARHGEF1,-0.09455932528950353,0.10904390948574295,-0.3082853878815597,0.11916673730255264,0.1929251431649312,0.017007552453002516,2,0.09455932528950353
GTF3C4,-0.35686374698631884,0.41125466335183264,-1.1629228871559107,0.44919539318327306,0.19276725941533446,0.3314390491441383,2,0.35686374698631884
GRHL1,-0.32437648722640916,0.3735795247876809,-1.0565923558102637,0.4078393813574454,0.19261697596936206,0.2723023488052043,2,0.32437648722640916
SPAG8,-0.3005936967097209,0.34584011177531315,-0.9784403157893347,0.37725292236989283,0.19237719802081332,0.23239052989354148,2,0.3005936967097209
GORAB,-0.5062962541404592,0.5811456462527687,-1.6453417207958858,0.6327492125149674,0.19182146208768736,0.6686369552292448,2,0.5062962541404592
AASDHPPT,-0.2635783960231113,0.30249703882326495,-0.8564725921167106,0.329315800070488,0.19178370302286635,0.17619026586362155,2,0.2635783960231113
MYSM1,-0.23985205213132557,0.2752226915493552,-0.7792885275680617,0.2995844233054106,0.19174508814200936,0.14467781185240422,2,0.23985205213132557
RBMX2,-0.24031307325447226,0.2757420958657036,-0.7807675811512513,0.3001414346423068,0.1917368059635235,0.14525012816297783,2,0.24031307325447226
WDR12,-0.3879986482882382,0.4448816675826202,-1.2599667167501738,0.48396942017369743,0.1915662788974038,0.3890171183128263,2,0.3879986482882382
DGKH,-0.2043988144622959,0.23433285545871993,-0.663691211161387,0.25489358223679515,0.1915336982410567,0.1030096176728581,2,0.2043988144622959
MCM6,-0.3495436594108175,0.3997555216743987,-1.133064481892639,0.4339771630710039,0.19095197778625989,0.3127874200912967,2,0.3495436594108175
WDR3,-0.545113598662395,0.6233683081376972,-1.7669154826122815,0.6766882852874916,0.19093261009555323,0.7703522868827279,2,0.545113598662395
SYVN1,-0.3261250233031181,0.372876277190372,-1.056962526596247,0.4047124799900109,0.19089037009934906,0.2712524790053627,2,0.3261250233031181
ZNF417,-0.22062483918093068,0.2522157018414618,-0.7149676147901958,0.2737179364283345,0.19085588679356025,0.12040982672094654,2,0.22062483918093068
NMD3,-0.2717885138705025,0.3104184699942733,-0.8802087150592782,0.3366316873182732,0.19063593734525064,0.18590026203226173,2,0.2717885138705025
CLCC1,-0.4894038532610436,0.5588268564485864,-1.584704491900273,0.6058967853781858,0.19057751325524297,0.6177514907978132,2,0.4894038532610436
UFL1,-0.48728549139104993,0.5563078503918923,-1.577648878159159,0.6030778953770591,0.19053465252502083,0.6121334465779312,2,0.48728549139104993
PEG10,-0.21721523369399987,0.24794558325707103,-0.7031885768778591,0.26875810948985934,0.19049867977231089,0.11613866775867537,2,0.21721523369399987
PEX2,-0.11112726193699768,0.12673182201568017,-0.3595216330877308,0.13726710921373544,0.19027877810017674,0.02533490054785678,2,0.11112726193699768
DLG1,-0.3447214362001913,0.39298344089228526,-1.1149689803490703,0.4255261079486878,0.19019152182836313,0.3020505697754539,2,0.3447214362001913
DDR1,-0.46391940169830087,0.5287272275568461,-1.5002247677097191,0.5723859643131175,0.1901274502403309,0.5522817736005073,2,0.46391940169830087
DTHD1,-0.23327912429573952,0.2658631137217702,-0.754370827190409,0.28781257859893006,0.19012364955022693,0.1345497262184551,2,0.23327912429573952
ADNP,-0.49341264633741044,0.5622659504506172,-1.5954539092206201,0.6086286165457993,0.19009583986268053,0.6254625537874858,2,0.49341264633741044
BRD8,-0.22920076051329905,0.26110697507450203,-0.7409704316593231,0.28256891063272493,0.1900250327954573,0.1295373615959478,2,0.22920076051329905
IFT122,-0.13982263184044005,0.1592656323714258,-0.45198327128843463,0.1723380076075545,0.18999331542538017,0.043930010353455236,2,0.13982263184044005
ADTRP,-0.22443985253907545,0.25549082124429995,-0.7252018621779033,0.27632215709975244,0.1898455968282302,0.12373517855597542,2,0.22443985253907545
RAPGEF6,-0.5595267304757084,0.6369056366577966,-1.8078617783249897,0.688808317373573,0.18983403485691203,0.8044737049048777,2,0.5595267304757084
TTC12,-0.4262406744820093,0.4851710090400115,-1.3771758522004318,0.5246945032364132,0.18982618845740773,0.46395904156385304,2,0.4262406744820093
ATP2B1,-0.4654811462736607,0.5295553155249675,-1.5034095647025971,0.5724472721552756,0.18969960178419315,0.554034468781742,2,0.4654811462736607
CASD1,-0.3851757414323128,0.4375966603860609,-1.2428651957889922,0.4725137129243665,0.1893735305260691,0.3761595010786636,2,0.3851757414323128
OTX1,-0.39538635417351253,0.44908581440420003,-1.2755945504057444,0.4848218420587195,0.18931457357037035,0.39653380128864596,2,0.39538635417351253
GOLT1B,-0.14096238700845756,0.16010221241603534,-0.4547627233438868,0.1728379493269717,0.18930712366558594,0.044464110589964335,2,0.14096238700845756
EP400,-0.622057632781696,0.705253780017506,-2.004355041616008,0.7602397760526158,0.1888792795502296,0.9879416326949086,2,0.622057632781696
CCT6A,-0.35495756935305933,0.4022491287019604,-1.1433658616089017,0.43345072290278297,0.1887715741572532,0.3167871412145262,2,0.35495756935305933
GPATCH8,-0.5246508178867088,0.5945090716882397,-1.6898885983956586,0.640586962622241,0.18875480276827217,0.7000584223071953,2,0.5246508178867088
PIGW,-0.4253437841777947,0.4819718730708813,-1.3700086553967221,0.5193210870411326,0.18875121769939035,0.4577710333284864,2,0.4253437841777947
CEP120,-0.47480629968436705,0.5379116250837626,-1.5291130848485417,0.5795004854798075,0.18870335648217934,0.5718745693222234,2,0.47480629968436705
TM7SF2,-0.26358342618177716,0.2985747553799175,-0.8487899467264155,0.32162309436286113,0.18867069324959096,0.17147529635292588,2,0.26358342618177716
ERCC8,-0.3990410111963151,0.45193863470074636,-1.284840735209778,0.4867587128171478,0.18863057125376553,0.4016746844423958,2,0.3990410111963151
PPP2R2D,-0.29756945471249974,0.3367513340913117,-0.9576020695314706,0.36246316010647117,0.18844328039111258,0.21998296841947426,2,0.29756945471249974
CDK2AP2,-0.2964754139492498,0.335266034116784,-0.9535968408181464,0.3606460129196468,0.18826741780608275,0.2179867219934448,2,0.2964754139492498
CERCAM,-0.09173441615759172,0.10371189568282937,-0.2950097316959373,0.11154089938075386,0.18820994405227714,0.014744154392696213,2,0.09173441615759172
ENOX2,-0.37590484415538805,0.4247998724651555,-1.2085125941870927,0.4567029058763167,0.18810564144418657,0.35408788714479295,2,0.37590484415538805
EEF1B2,-0.5397313418196853,0.6089876442077349,-1.7333471244668455,0.653884440827475,0.18773431705504534,0.7349081692057763,2,0.5397313418196853
BDP1,-0.4683661833630955,0.528184441981335,-1.503607689646512,0.5668753229203212,0.18760745487487412,0.5511344253234677,2,0.4683661833630955
DUS4L,-0.3621310251953047,0.40834535836849467,-1.1624879275975544,0.43822587720694484,0.1875864621249292,0.326670168478795,2,0.3621310251953047
ZBTB37,-0.1782334105393833,0.20091331460813808,-0.572023507171334,0.21555668609256734,0.1875082326643036,0.0739222123675151,2,0.1782334105393833
KLHL15,-0.2930937088863021,0.3300417639225102,-0.939975566174422,0.3537881484018179,0.18725683005579463,0.21103540181472985,2,0.2930937088863021
UBE2T,-0.19125696541419557,0.21530668926589117,-0.6132580763753422,0.2307441455469511,0.1871896582142602,0.08590185803000963,2,0.19125696541419557
GNPNAT1,-0.43416795371507577,0.4881533910149904,-1.3909486001044569,0.5226126926743053,0.18689169102601477,0.46976465991239386,2,0.43416795371507577
ZNF92,-0.3960256323685391,0.4452067293887288,-1.2686308219704476,0.47657955723336937,0.1868586166505622,0.3895957812440384,2,0.3960256323685391
NUP160,-0.4466832338210365,0.5020135794586643,-1.4306298495600185,0.5372633819179455,0.18679116276572438,0.4972123204525914,2,0.4466832338210365
NR2C1,-0.28353642180870015,0.3185138386429124,-0.9078235455488084,0.34075070193140816,0.18668312680835597,0.19608281835496402,2,0.28353642180870015
PDCD1,-0.5502077316306663,0.617955877071086,-1.7614012506899948,0.6609857874286623,0.18663433618147807,0.7569151516635148,2,0.5502077316306663
NKX3-1,-0.13311629993220425,0.14947132648182257,-0.42608009983657646,0.15984749997216796,0.18657704014544685,0.03788557024917375,2,0.13311629993220425
C9ORF85,-0.12338841202490398,0.13853386585708438,-0.39491478910478933,0.1481379650549814,0.1865522380284393,0.0315900044694952,2,0.12338841202490398
LENG8,-0.3362065059650781,0.3774180639123962,-1.0759459112333747,0.4035328993032184,0.18651646428824764,0.27806772655162915,2,0.3362065059650781
SERBP1,-0.30587268969829706,0.3432910241801204,-0.9787230970913331,0.36697771769473897,0.18646428260561504,0.2288772955582843,2,0.30587268969829706
ATXN7L1,-0.2710316698574554,0.30416857168642697,-0.8672020703628522,0.3251387306479414,0.18644917697706204,0.17821831494172885,2,0.2710316698574554
SMC4,-0.30347918064416324,0.3405461020950581,-0.9709495407504771,0.36399117946215065,0.18642315355556816,0.2251232210710649,2,0.30347918064416324
DPP4,-0.5596816748690071,0.6277445552172162,-1.7900610030947508,0.6706976533567365,0.18631024956122,0.7813026228403701,2,0.5596816748690071
HOOK1,-0.37418446367765046,0.41951196924368966,-1.1964279233952821,0.4480589960399812,0.1862093791977859,0.3451586953057257,2,0.37418446367765046
ZBTB4,-0.8082948346508104,0.905948674674376,-2.583954237012587,0.9673645677109665,0.18614067439815535,1.6346613575666002,2,0.8082948346508104
ZNF532,-0.34891692323188633,0.3909575410196438,-1.1151937036303883,0.41735985716661556,0.1860711861623865,0.29887423943459507,2,0.34891692323188633
NUDT15,-0.17182975708291018,0.1924743983509873,-0.5490795778508453,0.20542006368502494,0.18599798570681975,0.06728404992736502,2,0.17182975708291018
PUS7,-0.3495247102898853,0.3910574804110771,-1.1159973718955962,0.41694795131582574,0.18571614168324962,0.2990305455814069,2,0.3495247102898853
GPR55,-0.5009865630435977,0.5600790725858243,-1.5987415453118135,0.5967684192246181,0.18552920454836963,0.620553706089813,2,0.5009865630435977
XPO4,-0.5795764895348026,0.6462178751569488,-1.8461635248424222,0.6870105457728171,0.18489287987212466,0.8283711656957906,2,0.5795764895348026
RNF2,-0.28909781976055415,0.322324376282561,-0.9208535972743737,0.34265795775326535,0.18488192922156138,0.20096655163192692,2,0.28909781976055415
ZNF140,-0.16258213149150405,0.181164583185677,-0.517664714535431,0.19250045155242287,0.18474534459768854,0.05883461800732724,2,0.16258213149150405
ZHX2,-0.5377986744942759,0.5983992854747143,-1.7106612740247158,0.6350639250361642,0.184398565171004,0.7093397367471662,2,0.5377986744942759
ZNF594,-0.44971194877038034,0.5002279815147865,-1.430158792539362,0.5307348949986013,0.18432260702341768,0.49363313702883094,2,0.44971194877038034
SNORD104,-0.12851840840495135,0.1429141618358663,-0.4086301656032493,0.1515933487933466,0.1842544498460536,0.034053718936227634,2,0.12851840840495135
ATMIN,-0.3307230536220898,0.3674407843267588,-1.050906990902537,0.38946088365835746,0.18404104603964883,0.2632046351131019,2,0.3307230536220898
SRRM1,-0.5268081262583871,0.5845791755493306,-1.672583310335075,0.6189670578183007,0.18374764608337446,0.676642034476731,2,0.5268081262583871
USP40,-0.2821206720385167,0.313022908881901,-0.8956455734470425,0.3314042293700092,0.18372025483948995,0.18914758582857075,2,0.2821206720385167
ATXN1L,-0.4350488802777074,0.4820816650720108,-1.3799289438188485,0.5098311832634337,0.18341208464834907,0.4579827228525625,2,0.4350488802777074
SLC25A46,-0.1621402770499806,0.17960480146305846,-0.5141656879175752,0.189885133817614,0.18332627809653324,0.057709502828401926,2,0.1621402770499806
NME3,-0.25271846920546465,0.279789970317117,-0.8011068110270139,0.29566987261608463,0.18319834050759914,0.1497473431026373,2,0.25271846920546465
